state,date,new_cases,new_deaths,total_cases,new_deaths,people_vaccinated_per_hundred
NJ,2020-08-23,290,3,192670,3,
MN,2020-11-05,3942,50,164865,50,
RI,2022-03-27,0,0,342335,0,95.0
AZ,2022-01-01,8220,125,1389708,125,67.4
WY,2021-03-14,0,0,55163,0,22.3
SC,2020-02-20,0,0,0,0,
MN,2021-07-05,47,1,605754,1,57.3
FSM,2021-02-20,0,0,1,0,
FSM,2020-03-24,0,0,0,0,
RI,2022-02-01,992,13,327378,13,94.7
LA,2021-05-22,195,0,468010,0,34.9
RI,2020-05-25,95,13,13104,13,
FSM,2020-03-20,0,0,0,0,
LA,2020-09-09,1561,22,155890,22,
VA,2021-09-16,4212,35,827197,35,66.9
KY,2020-02-16,0,0,0,0,
KY,2020-01-25,0,0,0,0,
OR,2020-04-10,50,4,1371,4,
OR,2020-07-17,293,5,13802,5,
OR,2020-08-11,286,11,21774,11,
DC,2021-06-23,9,0,49284,0,60.4
KY,2020-01-28,0,0,0,0,
LA,2020-05-30,775,19,39682,19,
VA,2020-05-26,907,45,40249,45,
DC,2022-02-04,0,0,131543,0,93.6
OR,2020-09-10,183,3,28654,3,
LA,2021-09-30,872,49,740533,49,51.7
WY,2020-04-03,16,0,166,0,
FSM,2021-03-18,0,0,1,0,
LA,2020-03-15,68,2,101,2,
NJ,2021-09-06,1951,4,1104439,4,70.6
NJ,2021-11-24,2208,12,1238359,12,78.4
KY,2020-04-26,202,9,3994,9,
VA,2020-08-27,1013,23,117592,23,
NJ,2022-01-12,23275,103,1915417,103,85.3
FSM,2020-06-07,0,0,0,0,
AZ,2021-03-25,138,32,838612,32,26.7
DC,2020-07-23,42,1,11571,1,
LA,2021-07-14,1936,10,492840,10,39.4
FSM,2022-03-22,0,0,7,0,
KY,2021-12-06,1326,19,803577,19,60.9
VA,2020-06-06,1284,12,50681,12,
VA,2021-03-31,1826,17,620802,17,31.3
RI,2021-12-28,2405,5,211988,5,88.6
FSM,2020-12-07,0,0,0,0,
RI,2021-09-25,321,3,162473,3,74.8
OR,2021-08-27,3191,20,268401,20,63.5
LA,2020-04-15,433,90,21951,90,
NJ,2021-04-07,4243,49,937979,49,38.0
VA,2020-08-16,730,3,107421,3,
VA,2021-04-14,1415,19,641626,19,39.9
SC,2020-06-23,1012,6,26643,6,
MN,2021-03-11,1093,19,494106,19,21.5
WY,2020-07-19,18,0,2126,0,
VA,2021-10-24,0,0,916504,0,70.5
OR,2020-08-15,405,1,23018,1,
DC,2020-09-03,58,1,14135,1,
NJ,2021-11-30,3251,42,1252705,42,79.1
SC,2020-06-12,688,8,17208,8,
LA,2020-10-22,772,9,181904,9,
KY,2020-10-29,1845,17,106808,17,
LA,2021-01-22,1937,41,380255,41,0.0
SC,2020-12-25,4575,77,296446,77,0.0
VA,2021-09-20,2876,32,839475,32,67.7
MN,2020-09-11,467,13,82716,13,
OR,2021-06-12,278,3,204865,3,56.6
AZ,2020-07-03,4434,31,91882,31,
MN,2021-09-21,6321,16,690391,16,63.1
FSM,2021-08-20,0,0,7,0,
FSM,2021-06-04,0,0,1,0,
KY,2021-05-19,482,4,453722,4,44.0
VA,2021-08-02,1240,1,699342,1,62.0
AZ,2021-11-27,3655,47,1262574,47,63.8
OR,2020-08-12,248,7,22022,7,
RI,2022-03-12,184,1,340096,1,95.0
KY,2021-12-03,2906,22,798599,22,60.5
NJ,2021-03-28,4509,7,896652,7,31.8
VA,2021-09-17,3650,32,830847,32,67.0
KY,2020-05-22,180,7,8931,7,
SC,2020-08-24,737,13,115909,13,
NJ,2020-01-30,0,0,0,0,
SC,2020-03-18,19,1,59,1,
SC,2021-08-09,2533,10,645481,10,48.2
SC,2021-09-10,4680,99,790115,99,53.0
LA,2021-05-07,563,8,461773,8,33.2
WY,2020-03-31,25,0,120,0,
AZ,2021-12-23,3222,25,1347405,25,66.7
WY,2020-01-22,0,0,0,0,
DC,2020-12-14,164,1,25038,1,0.0
VA,2020-05-28,1132,20,42533,20,
FSM,2020-07-07,0,0,0,0,
KY,2021-08-30,2860,45,578870,45,57.0
FSM,2020-03-14,0,0,0,0,
WY,2021-06-11,102,0,61114,0,37.9
DC,2021-02-20,92,1,39553,1,9.9
OR,2022-02-12,0,0,674500,0,76.6
AZ,2021-10-16,2482,9,1131976,9,60.3
DC,2021-05-27,22,1,48844,1,56.3
FSM,2021-07-04,0,0,5,0,
WY,2020-02-20,0,0,0,0,
MN,2021-11-03,2941,43,807956,43,65.3
NJ,2020-12-25,5403,51,501543,51,0.0
AZ,2021-02-27,1179,70,816332,70,16.4
OR,2020-10-11,729,2,37255,2,
DC,2021-08-02,106,0,50718,0,64.2
LA,2022-02-18,1052,47,1157117,47,60.0
AZ,2022-02-14,2685,1,1953168,1,71.0
OR,2020-07-16,428,2,13509,2,
FSM,2020-06-04,0,0,0,0,
MN,2021-03-09,734,2,492108,2,20.7
SC,2021-11-15,547,1,909763,1,59.0
DC,2020-07-21,88,1,11427,1,
RI,2021-03-23,285,3,127259,3,29.7
FSM,2020-01-27,0,0,0,0,
KY,2021-04-14,832,9,436697,9,37.1
KY,2020-09-08,322,13,59211,13,
AZ,2020-09-22,596,20,214951,20,
LA,2022-02-16,1216,46,1154448,46,59.9
RI,2020-07-09,68,3,16369,3,
WY,2021-06-26,49,0,62000,0,39.0
SC,2020-09-12,1168,14,134126,14,
LA,2020-03-02,0,0,0,0,
LA,2021-03-08,504,10,434289,10,17.3
MN,2021-10-06,3883,40,729334,40,63.8
RI,2020-02-27,0,0,0,0,
FSM,2020-08-15,0,0,0,0,
KY,2021-09-12,3410,52,638862,52,58.8
FSM,2020-03-19,0,0,0,0,
RI,2020-05-24,112,11,13009,11,
VA,2022-01-27,10728,38,1525606,38,83.0
LA,2020-11-18,2229,28,209914,28,
MN,2020-11-14,8689,35,216028,35,
KY,2022-03-27,78,0,1313130,0,65.7
AZ,2022-03-24,0,0,1997037,0,72.2
DC,2020-02-16,0,0,0,0,
LA,2020-01-28,0,0,0,0,
FSM,2021-03-16,0,0,1,0,
RI,2021-05-16,97,0,143146,0,56.8
LA,2020-12-23,2974,68,293934,68,0.0
RI,2020-10-24,419,6,29028,6,
FSM,2021-01-01,0,0,0,0,
SC,2021-02-04,2694,91,474878,91,0.0
AZ,2020-10-08,864,10,223522,10,
SC,2021-12-12,1149,11,932525,11,61.5
KY,2020-10-19,647,22,92055,22,
FSM,2020-07-05,0,0,0,0,
NJ,2020-12-06,6602,15,402782,15,
FSM,2021-05-19,0,0,1,0,
FSM,2020-02-28,0,0,0,0,
AZ,2020-12-08,12317,23,378440,23,
AZ,2020-07-25,3741,144,160087,144,
DC,2021-07-02,16,0,49378,0,61.5
DC,2020-12-22,160,2,26900,2,0.0
NJ,2021-03-25,3946,38,881882,38,30.0
WY,2021-08-08,191,0,66835,0,42.4
SC,2020-07-27,1205,54,83608,54,
OR,2021-12-23,1333,8,410565,8,73.7
VA,2020-09-11,1296,11,132940,11,
WY,2020-05-18,12,2,766,2,
FSM,2022-02-25,0,0,7,0,
WY,2020-03-17,8,0,11,0,
VA,2020-08-31,1021,32,121615,32,
WY,2021-10-24,0,0,100174,0,50.3
FSM,2022-03-01,0,0,7,0,
MN,2020-02-19,0,0,0,0,
KY,2021-03-18,628,14,422273,14,24.6
LA,2021-03-20,0,0,439737,0,22.3
RI,2020-10-03,159,1,24083,1,
DC,2022-03-10,137,2,135223,2,95.0
NJ,2020-10-07,624,5,215819,5,
DC,2022-03-21,132,2,135884,2,95.0
NJ,2021-09-24,2236,19,1143855,19,72.0
DC,2020-04-14,103,15,2058,15,
VA,2020-03-30,0,2,1020,2,
LA,2020-02-05,0,0,0,0,
RI,2021-12-31,3806,8,222599,8,89.3
DC,2021-07-11,23,0,49501,0,62.2
RI,2021-11-20,539,4,178048,4,81.8
RI,2020-04-29,293,12,6736,12,
MN,2021-06-15,90,1,603966,1,55.8
VA,2022-01-08,0,0,1247222,0,79.8
DC,2021-07-20,34,0,49827,0,63.0
DC,2020-04-03,104,3,757,3,
NJ,2021-01-02,5959,27,539546,27,0.0
DC,2020-08-13,65,1,13024,1,
LA,2022-02-21,1801,65,1158918,65,60.0
KY,2021-03-07,417,15,415329,15,19.0
WY,2022-01-05,709,0,118098,0,56.1
RI,2021-02-13,344,36,115299,36,9.1
LA,2022-01-11,12494,29,949941,29,58.2
FSM,2021-11-02,0,0,7,0,
AZ,2020-04-18,212,8,4719,8,
KY,2021-01-22,3582,39,348113,39,0.0
DC,2021-10-18,111,1,63305,1,72.7
LA,2020-12-04,3099,24,247177,24,
WY,2021-09-09,533,0,79830,0,46.4
RI,2020-02-05,0,0,0,0,
RI,2022-01-08,4906,2,256464,2,90.5
AZ,2021-09-15,2432,29,1055919,29,58.2
DC,2020-11-20,130,2,19808,2,
FSM,2021-05-20,0,0,1,0,
MN,2021-01-05,1573,18,425261,18,0.0
SC,2022-02-06,5184,27,1422647,27,65.9
MN,2022-02-20,0,0,1404662,0,74.2
RI,2020-02-12,0,0,0,0,
LA,2020-02-29,0,0,0,0,
NJ,2020-05-01,2552,310,121205,310,
LA,2020-04-26,320,85,26832,85,
RI,2021-11-17,486,1,176448,1,81.0
RI,2021-06-09,35,3,144387,3,62.2
LA,2020-07-29,1735,71,112773,71,
DC,2020-10-22,39,0,16537,0,
VA,2020-05-13,1067,28,27813,28,
NJ,2021-07-20,658,12,1029901,12,64.6
OR,2020-03-03,0,0,3,0,
VA,2020-02-17,0,0,0,0,
WY,2020-07-13,41,0,1903,0,
LA,2020-05-27,443,21,38602,21,
SC,2021-04-30,792,4,579677,4,36.5
DC,2020-04-19,127,5,2793,5,
VA,2020-05-29,1078,12,43611,12,
WY,2022-02-07,880,0,150722,0,57.5
KY,2021-03-15,267,13,420126,13,23.4
KY,2022-02-02,8389,39,1217414,39,64.7
MN,2020-08-04,617,10,57779,10,
KY,2020-11-28,2435,40,181314,40,
LA,2021-01-03,5783,49,321058,49,0.0
WY,2021-03-13,0,0,55163,0,21.7
MN,2020-11-07,4647,34,174954,34,
KY,2020-06-25,321,6,15470,6,
AZ,2021-12-20,2176,0,1338982,0,66.5
FSM,2021-02-03,0,0,1,0,
RI,2021-12-24,1407,5,206936,5,87.9
LA,2021-05-14,421,9,464833,9,33.9
KY,2021-09-17,5036,65,661222,65,59.4
WY,2022-02-01,800,25,147305,25,57.3
NJ,2021-07-26,521,4,1034233,4,65.3
MN,2021-11-10,5265,43,831669,43,66.1
NJ,2020-05-30,773,103,159969,103,
OR,2021-03-12,393,3,159037,3,19.1
SC,2020-06-17,577,5,20879,5,
KY,2022-02-05,3005,32,1235707,32,64.8
DC,2020-10-08,68,2,15765,2,
VA,2022-02-23,2044,100,1634866,100,84.4
OR,2020-08-18,225,1,23676,1,
AZ,2021-05-05,742,5,866022,5,41.5
LA,2020-08-08,0,0,128746,0,
FSM,2020-02-08,0,0,0,0,
AZ,2022-03-28,0,0,1997037,0,72.2
VA,2021-12-24,8610,24,1057946,24,78.6
RI,2021-08-09,98,0,148354,0,68.5
KY,2021-04-13,738,7,435865,7,36.4
FSM,2021-12-21,0,0,7,0,
WY,2021-09-06,321,0,78169,0,46.0
SC,2022-03-14,127,2,1466035,2,66.9
KY,2020-09-06,513,9,58597,9,
WY,2021-01-27,216,0,51368,0,0.0
FSM,2020-05-06,0,0,0,0,
WY,2020-12-10,338,0,38223,0,
KY,2021-08-27,5393,46,567771,46,56.4
KY,2022-03-13,204,2,1308159,2,65.5
SC,2021-05-18,221,2,588963,2,39.0
VA,2020-03-13,0,0,29,0,
SC,2022-01-22,22847,10,1295392,10,65.3
NJ,2021-02-05,4228,93,713324,93,0.0
WY,2020-06-22,33,0,1230,0,
DC,2021-05-16,15,2,48545,2,53.7
WY,2020-01-29,0,0,0,0,
KY,2022-03-25,283,0,1312883,0,65.7
KY,2021-05-09,230,9,449722,9,42.4
KY,2021-05-24,125,7,455211,7,45.3
KY,2021-04-03,452,3,430924,3,32.7
SC,2020-05-10,175,8,7609,8,
VA,2021-09-09,4479,26,801827,26,66.2
RI,2020-10-07,158,1,24570,1,
VA,2022-01-22,0,0,1464850,0,82.7
DC,2021-07-26,63,1,50160,1,63.5
DC,2020-12-18,274,3,26104,3,0.0
SC,2020-05-09,233,8,7434,8,
RI,2021-01-14,812,9,98551,9,0.0
MN,2020-12-09,4516,82,363719,82,
FSM,2022-02-19,0,0,7,0,
WY,2021-09-27,359,0,88935,0,48.1
DC,2020-03-02,0,0,0,0,
MN,2020-02-16,0,0,0,0,
OR,2021-12-12,0,0,400188,0,72.7
OR,2022-03-30,373,24,703838,24,77.4
LA,2020-08-29,0,0,146944,0,
VA,2022-02-05,0,0,1577641,0,83.4
LA,2021-02-13,0,0,418585,0,10.6
LA,2021-10-26,460,16,756969,16,53.6
OR,2021-11-15,1918,53,380092,53,69.9
MN,2020-05-21,1335,65,19005,65,
MN,2020-07-08,1003,14,40136,14,
OR,2021-02-17,382,5,151257,5,11.5
FSM,2020-07-30,0,0,0,0,
OR,2021-09-10,2433,20,296825,20,65.1
AZ,2022-02-23,1236,39,1971678,39,71.3
SC,2022-03-29,0,0,1468140,0,67.1
MN,2021-04-18,1845,15,556381,15,42.2
RI,2021-09-16,331,1,159497,1,73.7
KY,2021-10-16,1411,35,732973,35,62.0
AZ,2020-07-08,3521,36,108643,36,
DC,2020-07-18,79,1,11194,1,
RI,2020-08-03,40,2,18231,2,
NJ,2020-10-23,1342,10,234523,10,
NJ,2021-12-31,33724,37,1564253,37,83.9
SC,2021-10-31,754,26,900109,26,57.6
SC,2021-10-02,2834,47,865804,47,55.4
VA,2022-02-04,5619,143,1577641,143,83.4
KY,2020-12-12,2899,65,225951,65,
KY,2021-06-23,189,2,461358,2,48.9
WY,2022-01-17,0,0,126468,0,56.8
MN,2020-04-12,107,3,1621,3,
FSM,2021-10-02,0,0,7,0,
LA,2021-10-20,495,36,754027,36,52.9
VA,2020-06-18,555,16,56793,16,
OR,2021-06-20,262,3,206774,3,57.7
AZ,2020-04-15,156,11,3962,11,
WY,2021-10-05,538,45,92517,45,48.9
DC,2021-01-21,209,1,34612,1,0.0
FSM,2021-10-26,0,0,7,0,
SC,2020-04-06,139,4,2124,4,
DC,2021-10-06,115,1,61978,1,71.5
RI,2020-02-17,0,0,0,0,
FSM,2020-06-06,0,0,0,0,
WY,2021-08-20,521,0,70671,0,43.9
FSM,2020-06-20,0,0,0,0,
LA,2020-06-22,461,12,50239,12,
VA,2020-09-08,882,11,129289,11,
VA,2020-10-08,1114,16,156649,16,
NJ,2022-02-28,757,21,2167515,21,89.0
AZ,2020-02-29,0,0,1,0,
KY,2021-09-05,3581,51,609282,51,58.0
AZ,2021-02-20,2050,59,806668,59,14.3
WY,2021-11-19,235,0,109318,0,52.8
OR,2022-02-10,3140,22,671923,22,76.5
LA,2021-07-19,1331,5,499932,5,39.9
FSM,2021-04-05,0,0,1,0,
FSM,2020-04-25,0,0,0,0,
SC,2020-08-16,1224,54,109361,54,
SC,2021-06-08,135,0,594773,0,41.7
MN,2020-06-29,315,0,35861,0,
WY,2021-01-06,321,0,45890,0,0.0
WY,2021-10-15,473,0,97137,0,49.7
LA,2020-11-04,1016,24,190164,24,
DC,2020-09-06,41,0,14279,0,
MN,2021-07-19,88,1,607784,1,58.0
VA,2020-01-26,0,0,0,0,
SC,2022-02-10,3021,117,1434756,117,66.0
RI,2020-02-11,0,0,0,0,
FSM,2022-02-12,0,0,7,0,
VA,2021-09-11,2961,18,808814,18,66.4
NJ,2020-12-09,5111,116,418479,116,
RI,2021-03-12,432,3,123909,3,24.4
OR,2021-02-01,957,1,143373,1,0.0
LA,2022-01-08,0,0,908428,0,58.0
WY,2020-03-09,0,0,0,0,
KY,2020-08-24,330,2,48990,2,
VA,2021-03-14,1130,41,595865,41,21.9
DC,2020-03-15,14,0,17,0,
VA,2020-12-18,3583,44,302972,44,0.0
SC,2021-08-24,3720,10,701905,10,50.5
LA,2021-05-02,253,0,459087,0,32.2
AZ,2020-08-24,312,0,198490,0,
NJ,2021-02-26,3870,45,782833,45,15.2
WY,2020-11-17,1260,11,24453,11,
FSM,2020-07-02,0,0,0,0,
FSM,2021-09-27,0,0,7,0,
KY,2020-07-31,858,9,33661,9,
OR,2020-12-16,1530,49,97622,49,0.0
DC,2021-06-07,14,0,49110,0,57.9
RI,2020-09-06,61,1,21328,1,
SC,2021-10-17,1199,21,888218,21,56.6
AZ,2022-02-18,3054,115,1962920,115,71.1
KY,2020-12-18,3811,54,243327,54,0.0
DC,2020-02-12,0,0,0,0,
FSM,2022-03-14,0,0,7,0,
FSM,2021-01-13,0,0,1,0,
MN,2020-07-28,666,9,52947,9,
VA,2020-05-07,2086,99,22342,99,
NJ,2021-01-23,7147,59,657536,59,0.0
RI,2021-05-11,139,4,142499,4,55.4
LA,2021-11-26,250,0,769551,0,55.3
OR,2021-05-14,810,10,194542,10,49.7
WY,2020-03-29,3,0,87,0,
FSM,2021-01-19,0,0,1,0,
FSM,2020-03-09,0,0,0,0,
NJ,2020-10-16,1043,5,225188,5,
SC,2021-02-14,3469,85,501591,85,10.4
MN,2021-11-04,3698,32,811654,32,65.6
KY,2021-03-27,531,13,427325,13,29.7
WY,2020-07-06,41,0,1675,0,
WY,2020-05-30,7,1,898,1,
RI,2021-01-25,585,9,106467,9,0.0
FSM,2020-07-18,0,0,0,0,
FSM,2020-03-13,0,0,0,0,
DC,2020-08-15,41,3,13159,3,
KY,2020-06-01,137,6,10434,6,
NJ,2020-04-15,2206,351,71030,351,
KY,2020-11-05,2330,30,119048,30,
WY,2021-08-24,507,26,72069,26,44.4
FSM,2020-09-16,0,0,0,0,
KY,2021-12-24,2951,28,845716,28,62.2
DC,2020-11-21,153,1,19961,1,
OR,2021-05-29,372,1,201004,1,54.5
FSM,2021-12-04,0,0,7,0,
FSM,2021-10-31,0,0,7,0,
SC,2021-07-02,234,4,598850,4,44.4
OR,2020-10-27,372,9,42808,9,
FSM,2020-09-17,0,0,0,0,
OR,2022-02-09,3297,57,668783,57,76.5
NJ,2021-12-26,14159,7,1443915,7,83.0
SC,2020-12-14,2698,12,259220,12,0.0
VA,2020-12-04,3793,37,251173,37,
KY,2021-04-27,711,6,443425,6,40.5
MN,2020-04-01,53,1,742,1,
FSM,2020-12-30,0,0,0,0,
WY,2022-01-15,0,0,126468,0,56.8
MN,2021-11-27,0,0,895229,0,68.5
OR,2020-05-10,68,0,3228,0,
OR,2021-03-04,386,32,156673,32,16.1
LA,2020-05-22,421,39,37048,39,
OR,2020-09-18,282,0,30342,0,
VA,2020-08-17,862,12,108283,12,
LA,2021-01-24,3607,82,383862,82,0.0
FSM,2020-12-23,0,0,0,0,
LA,2021-08-21,3629,19,653544,19,48.0
AZ,2021-05-09,448,2,868830,2,42.3
AZ,2021-07-16,1251,17,906116,17,51.6
RI,2020-06-21,43,2,15554,2,
DC,2020-03-09,1,0,2,0,
NJ,2021-06-15,249,11,1020043,11,62.9
DC,2021-04-01,143,2,44656,2,28.1
FSM,2020-05-29,0,0,0,0,
SC,2020-07-16,1857,38,63984,38,
LA,2021-09-14,2200,121,719424,121,50.6
OR,2021-06-11,296,0,204587,0,56.4
WY,2021-12-04,0,0,111812,0,54.1
WY,2020-12-30,210,0,44133,0,0.0
LA,2020-02-17,0,0,0,0,
SC,2020-09-19,1083,20,140121,20,
LA,2021-04-21,666,10,454377,10,31.2
FSM,2020-02-13,0,0,0,0,
KY,2021-10-14,2109,51,729914,51,61.9
LA,2021-09-28,1031,54,738613,54,51.6
WY,2021-12-03,252,0,111812,0,54.0
NJ,2021-12-21,8494,32,1361306,32,82.5
DC,2020-03-26,36,0,267,0,
LA,2021-10-08,787,34,747329,34,52.3
RI,2020-12-08,1154,22,64164,22,
FSM,2020-08-09,0,0,0,0,
OR,2020-07-23,319,2,15713,2,
MN,2021-11-09,7165,20,826404,20,66.0
AZ,2020-12-11,6986,91,394804,91,
RI,2020-07-20,55,1,16966,1,
FSM,2021-02-10,0,0,1,0,
RI,2021-07-20,47,1,145399,1,66.0
WY,2022-01-12,989,0,123743,0,56.5
OR,2021-07-06,117,1,209494,1,59.2
SC,2020-03-07,1,0,2,0,
AZ,2021-11-22,3249,2,1245127,2,63.6
ND,2021-12-01,589,9,163565,9,58.1
MD,2020-08-17,503,3,100715,3,
VT,2022-03-28,467,0,107785,0,92.8
ME,2020-03-18,12,0,44,0,
NE,2020-02-06,0,0,0,0,
DE,2021-10-06,444,2,134690,2,67.0
NC,2022-02-20,2356,43,2588707,43,82.0
MI,2020-04-28,1218,105,51401,105,
NH,2020-05-03,89,2,2518,2,
NC,2020-11-21,3863,46,335223,46,
ND,2020-07-31,133,0,6602,0,
GU,2020-08-11,15,0,449,0,
MI,2020-05-16,702,31,81494,31,
GU,2020-02-02,0,0,0,0,
MI,2021-04-01,6669,27,805607,27,29.2
CT,2020-05-15,621,66,36085,66,
WI,2020-09-16,1502,8,98440,8,
MI,2022-01-30,0,0,2235180,0,65.2
IN,2020-08-22,1000,10,85317,10,
AL,2022-02-28,804,17,1280465,17,61.9
NV,2021-09-08,1446,33,399234,33,58.8
MI,2020-01-30,0,0,0,0,
NE,2022-02-02,3239,26,444695,26,68.7
NE,2021-07-21,170,0,226706,0,52.9
MO,2020-11-05,5996,44,226051,44,
NE,2021-01-15,771,0,181548,0,0.0
IL,2022-02-11,0,0,2987502,0,75.4
MD,2020-03-20,42,0,149,0,
MS,2020-12-08,2476,42,173907,42,
MD,2020-06-07,491,24,57973,24,
WI,2020-03-09,0,0,1,0,
IL,2021-05-01,2813,39,1337868,39,46.9
ND,2020-02-24,0,0,0,0,
NV,2020-05-18,49,14,6921,14,
MO,2020-10-19,2839,34,171619,34,
NV,2021-10-23,0,0,445677,0,62.7
AL,2022-01-04,11910,19,935204,19,58.8
MO,2020-11-20,4871,59,301639,59,
GU,2021-02-14,10,0,7699,0,16.7
MS,2020-12-07,1995,49,171431,49,
VT,2021-11-14,271,2,41532,2,81.8
CT,2022-03-04,432,28,724833,28,94.0
ME,2021-11-02,576,0,106022,0,77.0
AL,2021-01-12,3843,78,408649,78,0.0
WI,2021-09-09,2095,32,751195,32,59.5
MT,2022-03-20,0,0,272105,0,64.7
ME,2020-12-02,511,2,14641,2,
MS,2021-01-21,2060,34,263617,34,0.0
NV,2020-04-13,135,6,2971,6,
CA,2022-02-28,19492,708,8960997,708,81.9
VT,2021-11-16,171,1,41905,1,82.4
DE,2020-12-24,801,16,53325,16,0.0
IN,2022-02-27,0,0,1680331,0,60.7
CT,2021-08-23,518,-2,367410,-2,72.6
NE,2020-08-30,286,0,34115,0,
NC,2022-03-09,947,17,2613458,17,82.6
MO,2020-02-24,0,0,0,0,
VT,2021-05-24,20,0,22585,0,69.6
MD,2020-02-26,0,0,0,0,
IL,2020-06-18,593,52,135639,52,
ME,2020-01-22,0,0,0,0,
NC,2021-01-05,7880,129,584919,129,0.0
WA,2022-02-17,3344,0,1393678,0,79.4
CA,2021-07-09,2411,59,3880618,59,62.4
CA,2020-05-04,1321,40,54937,40,
NV,2021-12-22,1165,15,487836,15,68.7
NV,2020-03-29,182,1,920,1,
WA,2021-02-03,867,72,314793,72,0.0
IN,2021-04-07,1185,15,694960,15,28.1
WI,2020-06-23,289,6,28127,6,
NH,2020-03-26,21,0,158,0,
VT,2021-08-02,44,0,23383,0,75.7
ND,2021-10-08,552,7,137678,7,51.6
AL,2022-01-25,10513,77,1175161,77,61.0
AL,2020-08-20,1038,29,112445,29,
CT,2021-04-16,1062,5,329062,5,47.4
NC,2021-09-18,5998,70,1339321,70,58.2
WI,2020-10-04,1926,5,139928,5,
NH,2022-02-26,0,0,297729,0,95.0
MD,2021-07-03,96,2,462535,2,62.2
GU,2021-08-18,82,0,9200,0,66.9
IN,2020-09-05,1077,12,98961,12,
NC,2020-12-26,4042,74,517900,74,0.0
DE,2021-11-13,291,16,146486,16,70.2
DE,2022-02-20,135,0,256228,0,81.5
DE,2020-04-09,116,4,1219,4,
NH,2020-06-26,0,0,5638,0,
AL,2021-08-06,3879,30,604187,30,44.7
WI,2021-05-01,759,19,661209,19,45.9
MS,2021-05-14,194,1,315681,1,32.4
MO,2020-07-11,647,3,35272,3,
NE,2020-10-05,456,2,48314,2,
NH,2021-06-22,19,1,99348,1,61.7
NV,2021-10-06,738,25,434754,25,61.3
CT,2020-02-24,0,0,0,0,
MD,2020-03-17,20,0,57,0,
MI,2021-08-23,1429,5,1044958,5,54.7
NH,2021-01-25,431,3,62768,3,0.0
VT,2021-04-05,115,0,18925,0,37.2
VT,2021-10-31,269,3,37331,3,79.7
MD,2020-10-25,792,6,140279,6,
MT,2020-05-14,4,0,466,0,
VT,2020-12-11,116,2,5218,2,
AL,2022-01-10,10530,20,996229,20,59.2
MI,2021-07-20,530,4,1008723,4,52.4
IL,2020-04-20,1151,59,31508,59,
VT,2021-09-13,103,1,28153,1,76.9
MS,2020-09-19,333,7,95863,7,
ID,2021-06-22,118,4,194367,4,39.1
WI,2021-02-19,919,36,610974,36,14.1
WA,2020-02-16,0,0,1,0,
GU,2020-09-07,0,0,1619,0,
IN,2021-02-19,1047,45,654058,45,12.5
MI,2021-10-18,3115,13,1229056,13,57.5
AL,2020-12-20,2531,63,321397,63,0.0
VI,2021-11-26,0,0,7490,0,56.2
CT,2020-03-25,257,7,875,7,
MO,2020-08-19,1401,14,76313,14,
IN,2020-08-11,870,24,75862,24,
ND,2020-03-06,0,0,0,0,
IN,2020-12-09,5754,96,398426,96,
CT,2022-03-28,1014,0,735210,0,94.6
VI,2021-08-03,28,0,4691,0,43.9
MO,2020-09-20,653,30,119719,30,
IL,2020-02-26,0,0,2,0,
ME,2021-05-11,262,1,64828,1,57.8
MD,2020-11-04,1000,13,148766,13,
MO,2021-09-14,2743,12,791832,12,53.8
MD,2020-12-14,2314,40,236961,40,0.0
DE,2020-06-30,81,2,11566,2,
MI,2020-09-11,1385,8,219085,8,
VI,2020-07-14,0,0,206,0,
AL,2021-12-18,529,12,857274,12,57.9
IN,2021-09-30,3399,32,962808,32,52.2
VI,2021-07-06,10,2,3942,2,39.6
IN,2020-02-21,0,0,0,0,
ID,2020-02-06,0,0,0,0,
IL,2021-03-02,1577,44,1189416,44,16.4
MO,2020-09-09,2117,21,104146,21,
NE,2020-05-08,386,2,7832,2,
VT,2020-11-22,87,1,3513,1,
NV,2020-08-12,525,15,58270,15,
NC,2020-08-26,1405,30,161842,30,
MI,2020-09-13,819,8,220852,8,
MD,2022-03-18,358,7,1008536,7,85.3
CT,2020-06-11,114,26,44461,26,
NC,2020-12-20,5651,64,484366,64,0.0
NV,2020-09-17,344,12,74786,12,
MI,2020-06-25,1488,9,118901,9,
MI,2020-06-30,1703,6,125203,6,
AL,2022-01-07,10780,18,969946,18,59.0
WA,2021-06-13,456,0,443602,0,58.8
WA,2021-02-04,2071,28,316864,28,0.0
MS,2021-07-27,1875,13,339954,13,38.6
WA,2020-08-26,457,4,72456,4,
NH,2020-02-24,0,0,0,0,
ND,2020-08-25,238,0,10467,0,
NE,2022-01-28,0,0,435358,0,68.6
IN,2021-06-12,443,32,749097,32,42.9
NH,2021-05-13,211,4,97304,4,59.3
IN,2021-01-05,3407,147,533356,147,0.0
MO,2022-01-01,0,0,1006913,0,62.4
ID,2020-06-10,40,0,3260,0,
ID,2020-03-10,0,0,0,0,
ID,2021-03-29,335,3,179763,3,25.3
ND,2020-06-04,27,0,2706,0,
NH,2021-10-11,213,1,124845,1,71.8
CT,2020-02-14,0,0,0,0,
ND,2020-04-25,55,1,803,1,
NC,2021-08-03,3295,15,1056235,15,51.6
ND,2020-12-10,506,27,87213,27,
WI,2021-11-20,0,0,945715,0,65.0
IN,2020-02-03,0,0,0,0,
MS,2021-03-29,272,6,305761,6,24.3
